/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_56_353.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_56_353.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_56_353.jpg, 0, 0, 0, 7.823316E-05
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_56_718.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_56_718.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_56_718.jpg, 0, 0, 0, 7.907829E-05
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_57_075.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_57_075.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_57_075.jpg, 0, 0, 0, 7.881918E-05
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_57_430.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_57_430.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_57_430.jpg, 0, 0, 0, 7.866405E-05
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_57_789.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_57_789.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_57_789.jpg, 0, 0, 0, 7.864561E-05
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_58_150.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_58_150.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_58_150.jpg, 0, 0, 0, 7.823638E-05
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_58_497.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_58_497.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_58_497.jpg, -1, 1, 0, 3.837209
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_58_870.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_58_870.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_58_870.jpg, 0, 0, 0, 3.646022
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_59_294.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_59_294.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_59_294.jpg, 0, 0, 0, 3.52314
/home/icefreezer7/Desktop/data/IMG/center_2018_11_21_15_33_59_648.jpg, /home/icefreezer7/Desktop/data/IMG/left_2018_11_21_15_33_59_648.jpg, /home/icefreezer7/Desktop/data/IMG/right_2018_11_21_15_33_59_648.jpg, 0, 0, 0, 3.404401
